pairid,argid,propid_to,propid_from,text_to,text_from,relation,causal_3_cause,causal_3_obstruct,causal_3_else
01292_11#01292_11_6,01292,01292_11,01292_11_6,It is morally acceptable to experiment on animals for human purposes.,Human and animal differences do not justify speciism/discrimination,-1,0.0001815513096516952,2.8717538953060284e-05,0.9997897744178772
01292_14#01292_14_2,01292,01292_14,01292_14_2,It is morally acceptable to experiment on animals for human purposes.,"Animals are independent creatures that don""t exist to serve humans",-1,0.41419148445129395,0.0015065241605043411,0.5843020081520081
01292_18#01292_18_2,01292,01292_18,01292_18_2,It is morally acceptable to experiment on animals for human purposes.,The number of animals used in experiments should be reduced by.,-1,0.0880567654967308,0.009597806259989738,0.9023454189300537
01292_18#01292_18_7,01292,01292_18,01292_18_7,It is morally acceptable to experiment on animals for human purposes.,Reform and regulation is not enough; animal testing must be banned,-1,0.00010167907748837024,3.1450294045498595e-05,0.9998668432235718
01292_20#01292_20_4,01292,01292_20,01292_20_4,It is morally acceptable to experiment on animals for human purposes.,Animal rights unfairly alienate humans from the natural order.,1,0.0005358231137506664,2.533482256694697e-05,0.9994388222694397
01292_2#01292_2_2,01292,01292_2,01292_2_2,It is morally acceptable to experiment on animals for human purposes.,Eating and hunting of animals does not justify testing; equally wrong,-1,0.00040898460429161787,3.524378553265706e-05,0.999555766582489
01292_3#01292_3_13,01292,01292_3,01292_3_13,It is morally acceptable to experiment on animals for human purposes.,"Animal tests proceed only when animal suffering is ""worth it""",1,0.20163919031620026,0.0012639237102121115,0.7970969676971436
01292_3#01292_3_20,01292,01292_3,01292_3_20,It is morally acceptable to experiment on animals for human purposes.,Animal testing is more important now to human welfare than ever before,1,0.000506692798808217,2.8386790290824138e-05,0.9994649291038513
01292_3#01292_3_3,01292,01292_3,01292_3_3,It is morally acceptable to experiment on animals for human purposes.,Animal rights promotes the true science of humans and animals as kin,-1,0.002793218707665801,0.0001994821650441736,0.9970073103904724
01292_5#01292_5_3,01292,01292_5,01292_5_3,It is morally acceptable to experiment on animals for human purposes.,Humans are obligated to cause animals no pain or suffering,-1,0.9621040225028992,0.026193413883447647,0.011702602729201317
01292_5#01292_5_6,01292,01292_5,01292_5_6,It is morally acceptable to experiment on animals for human purposes.,That the retarded have rights does not justify animal rights,1,0.00016559365030843765,1.6539219359401613e-05,0.9998179078102112
01292_6#01292_6_1,01292,01292_6,01292_6_1,It is morally acceptable to experiment on animals for human purposes.,The creation of genetically modified animals for testing in immoral.,-1,0.7349334359169006,0.0005805803230032325,0.26448601484298706
01292_8#01292_8_18,01292,01292_8,01292_8_18,It is morally acceptable to experiment on animals for human purposes.,"Cosmetic testing on animals is pointless, given different skin types.",-1,0.0005371884908527136,8.636220445623621e-05,0.9993764758110046
01292_8#01292_8_2,01292,01292_8,01292_8_2,It is morally acceptable to experiment on animals for human purposes.,Animal testing often entails pain and stresses that skew results,-1,0.9016686677932739,0.00424600625410676,0.09408534318208694
01289_1#01289_1_4,01289,01289_1,01289_1_4,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans are a valuable piece of larger strategy,1,0.00023683295876253396,1.4376740182342473e-05,0.9997487664222717
01289_1#01289_1_5,01289,01289_1,01289_1_5,Counter-terrorism efforts should include full-body scans at airports.,Scanners do not reveal things in body cavities,-1,0.4214022755622864,0.03794322535395622,0.5406544804573059
01289_1#01289_1_9,01289,01289_1,01289_1_9,Counter-terrorism efforts should include full-body scans at airports.,Scanners do not detect low-density items very well,-1,0.9086983799934387,0.0003085680946242064,0.09099305421113968
01289_2#01289_2_1,01289,01289_2,01289_2_1,Counter-terrorism efforts should include full-body scans at airports.,Airport body-scanners violate cultural sensitivities,-1,0.9736480712890625,0.0016930393176153302,0.02465885691344738
01289_3#01289_3_2,01289,01289_3,01289_3_2,Counter-terrorism efforts should include full-body scans at airports.,Minors can be exempted from full-body scans.,1,0.00042793460306711495,2.20452384382952e-05,0.9995500445365906
01279_7#01279_7_1,01279,01279_7,01279_7_1,The US should adopt policies to deport all illegal immigrants.,The right to free movement only applies w/in borders.,1,0.9991565942764282,8.171708759618923e-05,0.0007617439841851592
01239_1#01239_1_3,01239,01239_1,01239_1_3,Electric cars should be a priority in plans to fight global warming.,Electric vehicles vibrate less for a smoother ride.,1,0.8967999815940857,0.0004889508709311485,0.10271105915307999
01239_1#01239_1_4,01239,01239_1,01239_1_4,Electric cars should be a priority in plans to fight global warming.,Electric vehicles take a long time to recharge.,-1,0.8980172276496887,0.06345846503973007,0.03852424398064613
01239_2#01239_2_5,01239,01239_2,01239_2_5,Electric cars should be a priority in plans to fight global warming.,It takes too long to recharge electric vehicles.,-1,0.3840543031692505,0.6121698021888733,0.0037759561091661453
01239_2#01239_2_7,01239,01239_2,01239_2_7,Electric cars should be a priority in plans to fight global warming.,Not safe to let citizens do electric car quick-charging,-1,0.0002097355609294027,8.811652514850721e-05,0.9997021555900574
01239_4#01239_4_1,01239,01239_4,01239_4_1,Electric cars should be a priority in plans to fight global warming.,Hybrid vehicles do not overburden the electric grid.,-1,0.9742400050163269,0.0006436314433813095,0.025116300210356712
01239_5#01239_5_3,01239,01239_5,01239_5_3,Electric cars should be a priority in plans to fight global warming.,Electric cars charge at night when electricity demand is low.,1,0.9934700727462769,0.0007670862833037972,0.005762902554124594
01239_5#01239_5_4,01239,01239_5,01239_5_4,Electric cars should be a priority in plans to fight global warming.,Electric vehicles would place great strain on electric grids.,-1,0.05869292840361595,0.0005759560153819621,0.9407310485839844
01239_6#01239_6_15,01239,01239_6,01239_6_15,Electric cars should be a priority in plans to fight global warming.,Electric cars can be combined with regenerative braking.,1,0.995075523853302,0.00012607034295797348,0.004798361100256443
01239_7#01239_7_1,01239,01239_7,01239_7_1,Electric cars should be a priority in plans to fight global warming.,Domestic electricity is required for electric cars to replace gasoline.,-1,0.8506105542182922,0.0025395057164132595,0.14684997498989105
01239_9#01239_9_3,01239,01239_9,01239_9_3,Electric cars should be a priority in plans to fight global warming.,Electric vehicles are more resilient to price pressures.,1,0.9349398016929626,0.00017387511616107076,0.06488632410764694
01198_10#01198_10_1,01198,01198_10,01198_10_1,Laws should be passed to limit gun ownership further.,Hand-gun restrictions would not put extra strain on individual privacy laws.,1,0.0002124781021848321,1.1391819498385303e-05,0.9997760653495789
01198_10#01198_10_2,01198,01198_10,01198_10_2,Laws should be passed to limit gun ownership further.,The 2008 Supreme Court Case ofDistrict of Columbia v. Heller,-1,0.9998272061347961,3.3798609365476295e-05,0.00013900207704864442
01198_12#01198_12_1,01198,01198_12,01198_12_1,Laws should be passed to limit gun ownership further.,The protection of property is not a good justification for yielding a lethal weapon,-1,0.0004388130037114024,0.0002865775895770639,0.9992745518684387
01198_7#01198_7_1,01198,01198_7,01198_7_1,Laws should be passed to limit gun ownership further.,Criminals will find a way to commit crimes and violence with or without guns,1,0.06007460877299309,0.00032699108123779297,0.9395984411239624
01198_7#01198_7_3,01198,01198_7,01198_7_3,Laws should be passed to limit gun ownership further.,Low homicide and crime rates are not a direct cause of low gun ownership,1,0.221659317612648,0.0010541310766711831,0.7772865891456604
01170_5#01170_5_9,01170,01170_5,01170_5_9,Violent video games for minors should be banned.,"Speech about violence not ""obsene"" (only sex is).",-1,0.9991525411605835,3.406434916541912e-05,0.0008133846567943692
01084_1#01084_1_3,01084,01084_1,01084_1_3,Bullfighting is acceptable in modernity and should not be banned.,"Bulls are usually not killed quickly, die in agony.",-1,0.006803860422223806,0.00010036028106696904,0.9930956959724426
01084_1#01084_1_7,01084,01084_1,01084_1_7,Bullfighting is acceptable in modernity and should not be banned.,Life of bullfighting bull more decent than factory bull.,1,0.15405163168907166,0.0014885441632941365,0.8444598317146301
01084_2#01084_2_2,01084,01084_2,01084_2_2,Bullfighting is acceptable in modernity and should not be banned.,Majorities in bullfighting states & elsewhere oppose it.,-1,0.00047991014434956014,2.692349698918406e-05,0.9994931221008301
01084_3#01084_3_2,01084,01084_3,01084_3_2,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting is not that big of a tourist draw.,-1,0.0013014724245294929,0.00017466906865593046,0.9985238909721375
01084_6#01084_6_3,01084,01084_6,01084_6_3,Bullfighting is acceptable in modernity and should not be banned.,"Bullfighting is a cultural art form, not a sport",1,0.0003785942681133747,4.8606598284095526e-05,0.9995728135108948
00041_1#00041_1_1,00041,00041_1,00041_1_1,Bullfighting is acceptable in modernity and should not be banned.,Life of bullfighting bull more decent than factory bull.,1,0.15405163168907166,0.0014885441632941365,0.8444598317146301
00041_1#00041_1_10,00041,00041_1,00041_1_10,Bullfighting is acceptable in modernity and should not be banned.,"Bulls are usually not killed quickly, die in agony.",-1,0.006803860422223806,0.00010036028106696904,0.9930956959724426
00041_3#00041_3_4,00041,00041_3,00041_3_4,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting is not that big of a tourist draw.,-1,0.0013014724245294929,0.00017466906865593046,0.9985238909721375
00041_6#00041_6_6,00041,00041_6,00041_6_6,Bullfighting is acceptable in modernity and should not be banned.,"Bullfighting is a cultural art form, not a sport",1,0.0003785942681133747,4.8606598284095526e-05,0.9995728135108948
00132_1#00132_1_3,00132,00132_1,00132_1_3,All public transport should be free and paid for by the state.,Heaps of people would be tempted by free transport.,1,0.00015117468137759715,0.0006965936627238989,0.9991523027420044
00132_5#00132_5_3,00132,00132_5,00132_5_3,All public transport should be free and paid for by the state.,There are many people who would also lose their jobs.,-1,0.01372602954506874,0.003668487071990967,0.9826054573059082
00161_10#00161_10_3,00161,00161_10,00161_10_3,Assisted suicide should be legalized.,"Regulations lower risks of euthanasia causing disabled to be viewed as ""valueless""",1,0.9975413084030151,6.204823876032606e-05,0.0023966857697814703
00161_11#00161_11_13,00161,00161_11,00161_11_13,Assisted suicide should be legalized.,The antiquated text of the Hippocratic oath should not prevent euthanasia,1,0.004464334808290005,4.2710638808785006e-05,0.9954929351806641
00161_14#00161_14_8,00161,00161_14,00161_14_8,Assisted suicide should be legalized.,"Euthanasia helps families that don""t want to see their loved one suffer.",1,0.03256937488913536,0.0010020546615123749,0.9664285778999329
00161_5#00161_5_2,00161,00161_5,00161_5_2,Assisted suicide should be legalized.,Individuals have a right to die when life becomes excruciating or undignified,1,0.11059427261352539,0.0034274908248335123,0.8859782814979553
00161_8#00161_8_2,00161,00161_8,00161_8_2,Assisted suicide should be legalized.,"Poor people that can""t afford health care won""t then seek euthanasia",1,0.18397727608680725,0.0001451647112844512,0.8158775568008423
00244_6#00244_6_3,00244,00244_6,00244_6_3,Smoking should be banned in public places.,"The government shouldn""t play the role of Big Brother with a smoking ban.",-1,0.0001482352672610432,4.8552097723586485e-05,0.9998032450675964
00244_8#00244_8_1,00244,00244_8,00244_8_1,Smoking should be banned in public places.,Not all non-smokers find the smell of tobacco smoke unappealing.,-1,0.0023235545959323645,0.000196597829926759,0.9974798560142517
00251_6#00251_6_4,00251,00251_6,00251_6_4,Public schools should have condom distribution programs.,Providing access to birth control empowers women with more control over their bodies.,1,0.8714993000030518,0.0004298084822949022,0.1280708909034729
00393_10#00393_10_3,00393,00393_10,00393_10_3,Humans should stop eating animals and become vegetarians.,You dont have to be vegetarian to be an avid environmentalist.,-1,0.009823779575526714,0.0010195858776569366,0.9891566038131714
00393_12#00393_12_6,00393,00393_12,00393_12_6,Humans should stop eating animals and become vegetarians.,"Humans have ""dominion"" over evolutionarily ""domesticated"" animals",-1,0.4018707275390625,0.1741582602262497,0.4239709675312042
00393_12#00393_12_7,00393,00393_12,00393_12_7,Humans should stop eating animals and become vegetarians.,Evolutionary science debunks the idea of human dominion over animals.,1,0.010015616193413734,0.0026298235170543194,0.987354576587677
00393_13#00393_13_1,00393,00393_13,00393_13_1,Humans should stop eating animals and become vegetarians.,Vegetarianism reduces exposure to dioxins found in meats/dairy,1,0.9388382434844971,0.05312451347708702,0.00803714245557785
00393_13#00393_13_12,00393,00393_13,00393_13_12,Humans should stop eating animals and become vegetarians.,Vegetarians are healthy due to their health-consciousness not vegetarianism.,-1,0.6560506820678711,0.34022635221481323,0.003722972236573696
00393_13#00393_13_5,00393,00393_13,00393_13_5,Humans should stop eating animals and become vegetarians.,Fats contained in animal meat are healthy to consume in moderation.,-1,0.31619468331336975,0.6785804033279419,0.005224903114140034
00393_3#00393_3_10,00393,00393_3,00393_3_10,Humans should stop eating animals and become vegetarians.,From a utilitarian perspective morality should not be based on species differences,1,0.0006571078556589782,0.00042183761252090335,0.9989211559295654
00393_4#00393_4_2,00393,00393_4,00393_4_2,Humans should stop eating animals and become vegetarians.,Non-meat agriculture has a higher yield and can help end famine.,1,0.6734395623207092,0.3143277168273926,0.012232677079737186
00393_6#00393_6_13,00393,00393_6,00393_6_13,Humans should stop eating animals and become vegetarians.,Humans have a choice and thus responsibility to do no harm to animals.,1,0.9045000076293945,0.032915208488702774,0.0625847801566124
00393_6#00393_6_3,00393,00393_6,00393_6_3,Humans should stop eating animals and become vegetarians.,Animals have rights and it is wrong to kill them needlessly.,1,0.9578182697296143,0.0055089546367526054,0.03667276352643967
00393_8#00393_8_4,00393,00393_8,00393_8_4,Humans should stop eating animals and become vegetarians.,"Humans don""t need meat; eating it is an immoral choice",1,0.11102954298257828,0.0008047575829550624,0.8881656527519226
00393_8#00393_8_7,00393,00393_8,00393_8_7,Humans should stop eating animals and become vegetarians.,That animals harm/kill each other does not justify the same by humans,1,0.022049730643630028,0.008798654191195965,0.9691516160964966
00393_9#00393_9_1,00393,00393_9,00393_9_1,Humans should stop eating animals and become vegetarians.,"Due to its relative inefficiency, meat is very expensive.",1,0.9456707239151001,0.04008707031607628,0.014242195524275303
00453_2#00453_2_2,00453,00453_2,00453_2_2,Sale of violent video games to minors should be banned.,Speech bypassing parents for kids is unprotected category.,1,0.7798870801925659,0.0012434995733201504,0.21886950731277466
00469_10#00469_10_1,00469,00469_10,00469_10_1,Wind energy should be a major component of plans to fight global warming.,Offshore wind turbines generate noise harmful to marine life.,-1,0.023000771179795265,0.0007256946992129087,0.9762734174728394
00469_12#00469_12_5,00469,00469_12,00469_12_5,Wind energy should be a major component of plans to fight global warming.,Wind turbines kill too many birds as well as bats,-1,0.9242162108421326,0.003949000965803862,0.07183477282524109
00469_1#00469_1_1,00469,00469_1,00469_1_1,Wind energy should be a major component of plans to fight global warming.,The installation of windmills can be relatively expensive.,-1,0.00026904698461294174,5.745148519054055e-05,0.9996734857559204
00469_1#00469_1_12,00469,00469_1,00469_1_12,Wind energy should be a major component of plans to fight global warming.,Running and maintenance costs of windmills are low.,1,0.005541859660297632,0.00018491264199838042,0.9942732453346252
00469_1#00469_1_17,00469,00469_1,00469_1_17,Wind energy should be a major component of plans to fight global warming.,Rising carbon-fuel prices make wind power more competitive,1,0.05174081772565842,0.0001521915546618402,0.9481068849563599
00469_7#00469_7_1,00469,00469_7,00469_7_1,Wind energy should be a major component of plans to fight global warming.,Wind farms span across wide swaths of territory.,-1,0.9016484618186951,0.00021544517949223518,0.09813620150089264
00539_4#00539_4_3,00539,00539_4,00539_4_3,Governments should prioritize spending on the exploration of space.,Humans are able to make judgments in space exploration and testing.,1,0.9945142269134521,0.0003454129328019917,0.005140360910445452
00539_6#00539_6_1,00539,00539_6,00539_6_1,Governments should prioritize spending on the exploration of space.,There is sufficient room for exploration on earth; space is excessive,-1,0.8431982398033142,0.1534927934408188,0.0033089721109718084
00539_6#00539_6_3,00539,00539_6,00539_6_3,Governments should prioritize spending on the exploration of space.,Space exploration inspires children to study science (an investment),1,0.9882059097290039,7.392614497803152e-05,0.011720113456249237
00539_7#00539_7_2,00539,00539_7,00539_7_2,Governments should prioritize spending on the exploration of space.,The costs of pushing the boundaries in space are too high.,-1,0.997101366519928,0.0004973193281330168,0.0024013416841626167
00581_8#00581_8_6,00581,00581_8,00581_8_6,NGVs should be prioritized in plans to fight global warming. They are good.,Compressed natural gas vehicles cost more,-1,0.4380928575992584,0.11497809737920761,0.44692909717559814
00636_1#00636_1_2,00636,00636_1,00636_1_2,Electric cars should be a priority in plans to fight global warming.,Electric vehicles take a long time to recharge.,-1,0.8980172276496887,0.06345846503973007,0.03852424398064613
00636_1#00636_1_3,00636,00636_1,00636_1_3,Electric cars should be a priority in plans to fight global warming.,Electric vehicles vibrate less for a smoother ride.,1,0.8967999815940857,0.0004889508709311485,0.10271105915307999
00636_2#00636_2_1,00636,00636_2,00636_2_1,Electric cars should be a priority in plans to fight global warming.,It takes too long to recharge electric vehicles.,-1,0.3840543031692505,0.6121698021888733,0.0037759561091661453
00636_2#00636_2_5,00636,00636_2,00636_2_5,Electric cars should be a priority in plans to fight global warming.,Not safe to let citizens do electric car quick-charging,-1,0.0002097355609294027,8.811652514850721e-05,0.9997021555900574
00636_4#00636_4_2,00636,00636_4,00636_4_2,Electric cars should be a priority in plans to fight global warming.,Hybrid vehicles do not overburden the electric grid.,-1,0.9742400050163269,0.0006436314433813095,0.025116300210356712
00636_5#00636_5_2,00636,00636_5,00636_5_2,Electric cars should be a priority in plans to fight global warming.,Electric vehicles would place great strain on electric grids.,-1,0.05869292840361595,0.0005759560153819621,0.9407310485839844
00636_5#00636_5_4,00636,00636_5,00636_5_4,Electric cars should be a priority in plans to fight global warming.,Electric cars charge at night when electricity demand is low.,1,0.9934700727462769,0.0007670862833037972,0.005762902554124594
00636_6#00636_6_15,00636,00636_6,00636_6_15,Electric cars should be a priority in plans to fight global warming.,Electric cars can be combined with regenerative braking.,1,0.995075523853302,0.00012607034295797348,0.004798361100256443
00636_9#00636_9_3,00636,00636_9,00636_9_3,Electric cars should be a priority in plans to fight global warming.,Electric vehicles are more resilient to price pressures.,1,0.9349398016929626,0.00017387511616107076,0.06488632410764694
00778_1#00778_1_1,00778,00778_1,00778_1_1,There should be a tax on fatty foods.,"A fat-tax won""t solve the problem of over-eating.",-1,0.0006197954644449055,0.00015634848386980593,0.9992238283157349
00778_2#00778_2_1,00778,00778_2,00778_2_1,There should be a tax on fatty foods.,"Good restaurants/companies should be willing to adjust to a ""fat tax""",1,0.0001818088348954916,7.963027019286528e-05,0.9997385144233704
01025_14#01025_14_6,01025,01025_14,01025_14_6,Prostitution should be legal.,"Legalization does not ensure that prostitutes won""t continue to work with ""pimps"".",-1,0.0020951000042259693,3.658872446976602e-05,0.9978681802749634
01277_3#01277_3_4,01277,01277_3,01277_3_4,Caffeinated alcohol drinks should be banned.,"Caffeine-alcohol drinks a public hazard, not just individual matter.",1,0.0011757469037547708,0.00041859704651869833,0.9984056353569031
00040_1#00040_1_1,00040,00040_1,00040_1_1,Muslim burqa and niqab should be banned.,Burqa is socially divisive and damaging.,1,0.9942717552185059,0.002397575182840228,0.003330761333927512
00040_1#00040_1_10,00040,00040_1,00040_1_10,Muslim burqa and niqab should be banned.,"Women should assimilate, or return to Islamist states",1,0.009850681759417057,0.0005302312201820314,0.9896190762519836
00040_1#00040_1_15,00040,00040_1,00040_1_15,Muslim burqa and niqab should be banned.,"Burqa undermines identity, responsibility, social compact",1,0.9687826037406921,0.0008121408172883093,0.030405288562178612
00040_1#00040_1_16,00040,00040_1,00040_1_16,Muslim burqa and niqab should be banned.,Face-covering not required in Islam; no religious need,1,0.9640955328941345,0.0011527268216013908,0.03475172817707062
00040_1#00040_1_3,00040,00040_1,00040_1_3,Muslim burqa and niqab should be banned.,"Burqa can be criticized, but ban is excessive",-1,0.0004386328218970448,0.0003054973785765469,0.9992558360099792
00055_13#00055_13_1,00055,00055_13,00055_13_1,Iraq should be partitioned into three autonomous sectarian regions.,The Shiite Islamist leader Abdul Aziz al-Hakim,1,0.9973701238632202,0.0013765812618657947,0.0012532934779301286
00171_4#00171_4_7,00171,00171_4,00171_4_7,The Palestinians do have the right to return.,Right of return based on claim of unprovoked victimhood.,-1,0.9159840941429138,7.005919906077906e-05,0.08394575119018555
00387_5#00387_5_1,00387,00387_5,00387_5_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars will help end foreign oil dependencies,1,0.06451381742954254,5.674395652022213e-05,0.9354293942451477
00387_5#00387_5_2,00387,00387_5,00387_5_2,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen can decrease tensions over oil and promote peace,1,0.9919726848602295,8.355286263395101e-05,0.007943681441247463
00750_4#00750_4_6,00750,00750_4,00750_4_6,Governments should require that genetically modified foods be labeled.,It is good for labeling to turn consumers off to GM foods.,1,0.26783230900764465,0.0025416805874556303,0.7296259999275208
00838_6#00838_6_2,00838,00838_6,00838_6_2,There should be an outright ban on the smacking or spanking of children.,You cannot legally smack an adult.,1,0.28659066557884216,0.00034246602444909513,0.7130668759346008
00883_5#00883_5_2,00883,00883_5,00883_5_2,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico statehood does not clearly benefit one party,1,0.963532567024231,0.030486149713397026,0.0059813628904521465
00899_1#00899_1_2,00899,00899_1,00899_1_2,"Govts should mandate that people buy private health insurance, or face penalties.","Health insurance mandates preserve markets, limit govt",1,0.1536182016134262,0.00041841354686766863,0.8459634184837341
00899_1#00899_1_4,00899,00899_1,00899_1_4,"Govts should mandate that people buy private health insurance, or face penalties.",Mandates in society are very rare and exceptional,-1,0.0062159644439816475,5.559700366575271e-05,0.993728518486023
01046_5#01046_5_8,01046,01046_5,01046_5_8,School students should face mandatory drug-tests.,There are many simple methods of drug testing that are not too invasive.,1,0.8878347277641296,0.0010851648403331637,0.11108008772134781
01089_2#01089_2_1,01089,01089_2,01089_2_1,There should be an outright ban on the smacking or spanking of children.,There are more effective disciplinary techniques.,-1,0.08695823699235916,0.0020921537652611732,0.9109496474266052
01100_5#01100_5_1,01100,01100_5,01100_5_1,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Illegal immigrants in America should be integrated into society,1,0.004309142008423805,0.00022465288930106908,0.9954662322998047
01179_23#01179_23_10,01179,01179_23,01179_23_10,Abortions of any kind should be permitted.,Abortion deprives couples that want to adopt of a potential child.,-1,0.006586252711713314,0.0013696701498702168,0.9920439720153809
01196_7#01196_7_3,01196,01196_7,01196_7_3,"Govts should mandate that people buy private health insurance, or face penalties.",Insurance mandates violate the rights of employers.,-1,0.9975231289863586,5.0388833187753335e-05,0.002426450839266181
01242_3#01242_3_3,01242,01242_3,01242_3_3,The European Union should have its own standing army.,NATO has shown us that a standing multinational defense force is possible.,1,0.8221465349197388,0.00033744057873263955,0.17751602828502655
00155_3#00155_3_4,00155,00155_3,00155_3_4,Bush tax cuts for the wealthy should expire in 2010.,Republicans oppose taxes for wealthy to pander to rich donors,1,0.002381359227001667,0.00014254171401262283,0.9974760413169861
00222_2#00222_2_4,00222,00222_2,00222_2_4,The Fairness Doctrine in the United States should be reinstated.,"Fairness Doctrine falsely presumes ""fairness"" can be determined",-1,0.9998457431793213,9.230936120729893e-05,6.19789570919238e-05
00809_7#00809_7_5,00809,00809_7,00809_7_5,Government should phase out all subsidies for fossil fuel development.,"Ending oil subsidies is good for air quality, human health.",1,0.9857745170593262,0.0022345667239278555,0.011990977451205254
00864_4#00864_4_5,00864,00864_4,00864_4_5,Nations should increase economic and social protections for migrants.,"Migration can cause damaging ""brain drain"" in countries of origin.",-1,0.9837184548377991,0.0006149002583697438,0.01566656306385994
01039_5#01039_5_2,01039,01039_5,01039_5_2,"Handguns should be banned in Washington, DC.",A constitutional right to bear arms is not subject to reasonableness standards,-1,0.002655528951436281,2.464023418724537e-05,0.9973198771476746
01072_4#01072_4_1,01072,01072_4,01072_4_1,Osama bin Laden death photos should be released.,Concealing Bin Laden photos ascribes them magical powers.,1,0.03607935830950737,0.00016103156667668372,0.9637596011161804
00037_2#00037_2_4,00037,00037_2,00037_2_4,The justice system should focus on rehabilitation over retribution.,Retributive justice replaces the interests of society with ideology.,1,0.996610701084137,0.00020628581114578992,0.003183002583682537
00089_8#00089_8_4,00089,00089_8,00089_8_4,There should be Concealed carry rather than open carry firearm laws.,Open carry causes discomfort and worsens anti-gun opinions,1,0.00026003996026702225,2.076771852443926e-05,0.9997192025184631
00141_1#00141_1_3,00141,00141_1,00141_1_3,Instant replay call reviews should be implemented in baseball.,"Baseball has replay for boundary calls, why not for other calls?",1,0.06633603572845459,6.529693928314373e-05,0.9335986375808716
00141_1#00141_1_7,00141,00141_1,00141_1_7,Instant replay call reviews should be implemented in baseball.,"Instant replay is in ""the best interests of the game.""",1,0.005105658434331417,1.7742109776008874e-05,0.9948765635490417
00321_8#00321_8_1,00321,00321_8,00321_8_1,Human reproductive cloning should be banned and punishments should be leveled against it.,People want to clone humans for their organs,1,0.9983630776405334,0.0007565791020169854,0.0008803656091913581
00517_6#00517_6_4,00517,00517_6,00517_6_4,Assisted suicide should be legalized.,"While a right to refuse treatment may exist, a right to assisted suicide does not",-1,0.000416510651120916,6.542451592395082e-05,0.9995180368423462
00953_1#00953_1_8,00953,00953_1,00953_1_8,Government should adopt emissions trading to combat global warming.,Cap-and-trade systems are susceptible to distortion by lobby groups,-1,0.2748467028141022,0.00026048338622786105,0.7248928546905518
01072_4#01072_4_11,01072,01072_4,01072_4_11,Osama bin Laden death photos should be released.,Osama photos could become icons for rallying extremists,-1,0.006944459863007069,5.47947856830433e-05,0.9930007457733154
01072_4#01072_4_4,01072,01072_4,01072_4_4,Osama bin Laden death photos should be released.,Osama photos likely to provoke violence at US embassies.,-1,0.9983351826667786,4.058255217387341e-05,0.0016242638230323792
01108_8#01108_8_1,01108,01108_8,01108_8_1,Plans to fight global warming should prioritize solar energy.,The recovery/payback period can be very short.,1,0.00014382106019183993,0.00015338197408709675,0.9997027516365051
01108_8#01108_8_2,01108,01108_8,01108_8_2,Plans to fight global warming should prioritize solar energy.,Solar energy panels can be added to meet growing needs.,1,0.9350370168685913,0.0003803846484515816,0.06458251178264618
01108_8#01108_8_3,01108,01108_8,01108_8_3,Plans to fight global warming should prioritize solar energy.,Solar panels convert energy less efficiently than other energy sources.,-1,0.15902236104011536,0.0034233159385621548,0.8375542759895325
01108_8#01108_8_7,01108,01108_8,01108_8_7,Plans to fight global warming should prioritize solar energy.,Solar panels cannot produce energy at night like other alternatives.,-1,0.03452324494719505,0.0819849818944931,0.8834916949272156
00387_8#00387_8_1,00387,00387_8,00387_8_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen fuel can be made by clean nuclear electricity,1,0.8778892159461975,0.00020420060900505632,0.12190665304660797
00387_8#00387_8_6,00387,00387_8,00387_8_6,Hydrogen vehicles should be a major part of strategies to fight global warming.,Too much energy is required in producing hydrogen fuel,-1,0.9663955569267273,0.031421203166246414,0.0021832052152603865
00504_2#00504_2_1,00504,00504_2,00504_2_1,We should Impose a lifetime ban on sports people caught using drugs.,Athletes should be punished severely for breaking the law.,1,0.00015262002125382423,1.877017530205194e-05,0.9998286962509155
00591_7#00591_7_1,00591,00591_7,00591_7_1,Government should phase out all subsidies for fossil fuel development.,"Ending oil subsidies is good for air quality, human health.",1,0.9857745170593262,0.0022345667239278555,0.011990977451205254
00613_7#00613_7_10,00613,00613_7,00613_7_10,This House believes that countries should ban the import of goods produced by child labor.,Parents recognize the value of education.,1,0.003707509022206068,2.2584654288948514e-05,0.996269941329956
00720_3#00720_3_8,00720,00720_3,00720_3_8,Release photos of a deceased Osama bin Laden.,"Withholding photos resists blood-lust, morbid curiosity.",-1,0.7558566927909851,0.0002905667352024466,0.24385270476341248
00876_5#00876_5_2,00876,00876_5,00876_5_2,The developed world should focus on trade instead of aid for developing world.,Not all countries are able to trade successfully.,-1,0.9953137636184692,0.00083232979523018,0.0038538712542504072
00953_4#00953_4_8,00953,00953_4,00953_4_8,Government should adopt emissions trading to combat global warming.,Economic costs of cap-and-trade outweigh environmental gain,-1,0.9782349467277527,0.00014237889263313264,0.021622734144330025
00953_5#00953_5_1,00953,00953_5,00953_5_1,Government should adopt emissions trading to combat global warming.,Cap-and-trade systems create emissions caps arbitrarily,-1,0.9977759718894958,0.0012761170510202646,0.0009478079155087471
